Date,MaxT,MeanT,MinT,RH,AH,ph,sh,pm25,pm10,o3,no2,so2,co,Rain,V10mucomponentofwind_ind,V10mvcomponentofwind_ind,V2mdewpointtemperature_k,V2mtemperature_k,VLeafareaindexHIGH_ind,VLeafareaindexLOW_ind,VSurfacepressure_pa,VTotalprecipitation_m,WindSpeed_msminus1,WindDirection_deg,VaporPressure_kpa,SaturatedVaporPressure_kpa,AbsoluteHumidity_gmminus3,RelativeHumidity1_perc,RelativeHumidity2_perc,Cardiovascular disease,Chronic respiratory disease,Congenital Abnormalities,Diabetes mellitus,Digestive disease,Endocrine disorders,Factors influencing health status and contact with health services,Genitourinary disorders,Ill-defined diseases,Ill-defined injuries/accidents,Infectious and Parasitic Diseases,Intentional injuries,Malignant neoplasms,Maternal conditions,Mental disorders,Musculoskeletal disease,Neurological and sense disorders,Not Categorised,Nutritional deficiencies,Oral Diseases,Other neoplasms,Perinatal conditions,Respiratory Infection,Skin diseases,Unintentional injuries
2015-08-15,31.472727275714284,28.2012987,25.462337664285712,80.96874458714287,22.173094284285714,0.14285714285714285,0.14285714285714285,18.987965714285714,31.063161428571426,18.305942428571427,24.182734285714286,10.732881142857142,0.5132546571428571,11.200000000000001,-1.8374949862857142,2.3712286931428572,297.12036938571424,300.10561024285715,2.037413593714286,2.539609418571428,100727.43694285714,0.003127984857142857,3.0706931585714288,58.142857142857146,0.9677747959999999,1.0759815342857144,6.9814446128571435,83.78754351857143,89.96593623285715,968.0,667.0,12.0,92.0,1441.0,290.0,156.0,695.0,3742.0,809.0,1358.0,196.0,85.0,47.0,346.0,1151.0,818.0,219.0,64.0,78.0,17.0,182.0,2590.0,803.0,2939.0
2015-08-22,32.131168831428575,28.88051948142857,26.163636364285715,74.47935065142858,21.190550125714285,0.0,0.0,26.69557714285714,41.36596428571429,27.502891428571427,23.321105714285714,12.664848571428573,0.4812358285714286,0.0,-1.1758789061428572,2.3108102117142857,296.8631473,300.34076267142854,2.036478011857143,2.5228702815714286,100789.81000000001,0.001592401142857143,2.7177371308571425,69.0,0.958303978,1.0843931867142858,6.907803352714287,81.43699178857143,88.41296332142858,910.0,674.0,7.0,76.0,1394.0,265.0,128.0,656.0,3846.0,846.0,1217.0,201.0,86.0,64.0,347.0,1141.0,856.0,267.0,62.0,72.0,16.0,112.0,2426.0,728.0,2764.0
2015-08-29,32.01428571285714,28.81298701142857,26.372727271428573,75.24116883,21.326656105714285,0.0,0.0,32.765097142857144,47.74740285714286,31.69620857142857,21.909457142857143,9.693187857142858,0.49516725714285714,3.1714285714285713,-2.5941040039999996,2.445053754,296.74348187142857,300.6780604714286,2.035735999142857,2.509343828428572,100762.78811428571,0.0014601672857142856,3.6735806377142857,48.42857142857143,0.9538843185714285,1.0964801324285713,6.868123962,79.22281669142856,86.99998881428571,932.0,595.0,5.0,59.0,1436.0,233.0,159.0,755.0,3700.0,817.0,1165.0,192.0,96.0,53.0,361.0,1207.0,838.0,258.0,58.0,59.0,11.0,119.0,2314.0,818.0,2731.0
2015-09-05,32.46883116857143,29.147734488571427,26.680519479999997,73.09632034571429,21.102506804285717,0.0,0.2857142857142857,34.351839999999996,50.37094142857143,33.13872714285714,21.330341428571426,10.759457142857144,0.5481398857142857,0.2285714285714286,-2.8468039377142857,3.2264891217142853,296.3261857714286,300.68383864285715,2.035027991,2.495841979857143,100861.09617142857,0.0014062332857142856,4.331107053,45.285714285714285,0.938521375,1.096679701142857,6.757494433285714,77.26274534571428,85.6017801757143,832.0,554.0,2.0,81.0,1275.0,248.0,151.0,722.0,3616.0,881.0,1207.0,218.0,80.0,46.0,364.0,1166.0,815.0,234.0,55.0,53.0,14.0,102.0,2232.0,814.0,2758.0
2015-09-12,31.82077922,28.392207792857143,25.70909090714286,74.65298701428571,20.65981987714286,0.14285714285714285,1.0,59.40476571428571,77.63364857142858,35.360195714285716,26.18268857142857,11.374404285714286,0.8896158714285713,2.4857142857142853,-1.4630460465714286,2.136131904714286,296.5601761857143,300.46753148571435,2.0342964411428572,2.4823091778571427,100848.6389,0.0008471614285714286,3.3956807731428573,65.71428571428571,0.9471764125714286,1.0889529137142857,6.824607699857142,79.29799145,86.99032009714287,816.0,552.0,2.0,64.0,1249.0,261.0,128.0,693.0,3362.0,773.0,1156.0,206.0,87.0,49.0,311.0,1020.0,793.0,161.0,35.0,63.0,19.0,140.0,2127.0,761.0,2507.0
2015-09-19,31.34285714142857,28.346753247142857,26.11948052,78.9954545457143,21.803418155714287,0.0,0.14285714285714285,71.66234,91.34661000000001,33.52154714285714,27.590342857142854,10.239351,1.0096292571428571,4.971428571428571,-1.9478582654285714,1.2828945977142858,297.1983506428572,300.5245991428572,2.033939821571429,2.475650242285714,100762.15078571429,0.004004198285714285,2.9040495188571427,58.0,0.9706319124285715,1.0909832830000001,6.992273235714285,82.12519923714285,88.98365716857143,910.0,663.0,8.0,76.0,1370.0,245.0,139.0,694.0,3689.0,832.0,1134.0,157.0,74.0,52.0,364.0,1219.0,791.0,169.0,67.0,54.0,19.0,118.0,2118.0,746.0,2432.0
2015-09-26,32.14545454428571,28.67272727285714,26.005194805714286,75.95584415714286,21.37028308,0.14285714285714285,0.0,87.68020857142858,108.86762285714285,35.345144285714284,26.11491571428571,12.028571428571428,1.0997696142857143,0.6857142857142857,-1.0129159331428572,1.5850509012857141,297.1168580142857,300.54045671428577,2.0349390541428574,2.4937970569999997,100743.50272857143,0.0016890244285714287,2.246276627857143,72.0,0.9676284701428572,1.0915691931428573,6.970260086571429,81.64083832714286,88.64706211857143,863.0,681.0,11.0,75.0,1344.0,242.0,124.0,703.0,3490.0,812.0,1230.0,195.0,72.0,47.0,320.0,1131.0,775.0,234.0,43.0,61.0,12.0,131.0,2125.0,799.0,2468.0
2015-10-03,31.88311688285714,28.17012986857143,25.016883117142857,79.83610389571429,21.85380676142857,0.0,0.0,105.42619428571427,132.44183714285714,34.070637142857144,30.90254285714286,13.035054285714285,1.5077345,4.685714285714285,-0.9752533809999999,1.5003451091428572,297.1423998857143,300.12970972857147,2.036057741285714,2.5139893397142856,100896.07807142858,0.0021927074285714282,2.7340520969999997,74.28571428571429,0.9685830317142857,1.0768276141428572,6.986713515571429,83.79724996142856,89.98216820857144,834.0,695.0,12.0,66.0,1345.0,237.0,144.0,700.0,3783.0,858.0,1199.0,188.0,98.0,48.0,346.0,1153.0,813.0,250.0,61.0,59.0,12.0,124.0,2162.0,765.0,2389.0
2015-10-10,32.236363635714284,28.34935064857143,25.412987011428573,78.10493506428573,21.571421567142856,0.0,0.14285714285714285,61.096248571428575,81.52785714285713,31.68749857142857,29.317855714285717,11.558747,1.0303188428571428,2.942857142857143,-2.077553013428571,0.8812541197142857,296.92129885714286,300.39321824285713,2.037182531857143,2.5341964177142855,100930.16121428572,0.0023882997142857143,2.6445350618571433,56.142857142857146,0.9604592411428571,1.0862846718571428,6.92206724,81.41867746571428,88.43927758714287,937.0,666.0,11.0,73.0,1386.0,276.0,167.0,692.0,3738.0,850.0,1222.0,179.0,76.0,50.0,383.0,1145.0,831.0,209.0,47.0,70.0,12.0,123.0,2179.0,792.0,2472.0
2015-10-17,33.240259738571424,29.20259740428571,26.2987013,72.72207792142856,21.06013214857143,0.0,0.0,58.12126,77.31064142857143,42.617017142857144,24.638484285714288,9.890476000000001,0.813244,1.1142857142857143,-2.0367996214285715,1.0900035688571428,296.7072795428571,300.95829294285716,2.038209666571429,2.5536399024285714,100873.1370142857,0.0009252467142857141,2.5930731992857146,54.714285714285715,0.9525836588571429,1.1064671799999999,6.852428988428572,77.75992243571429,86.10638242714286,940.0,649.0,7.0,79.0,1430.0,274.0,130.0,722.0,3792.0,900.0,1281.0,204.0,75.0,45.0,332.0,1131.0,783.0,194.0,66.0,66.0,19.0,104.0,2164.0,771.0,2555.0
2015-10-24,32.80129870142857,29.319480518571428,26.615584415714288,72.98532467571428,21.26997158714286,0.0,0.0,80.36016428571429,107.55601,48.49934857142858,22.99335142857143,10.67898842857143,0.9587379428571429,0.08571428571428572,-2.5857408795714285,1.5117937004285713,296.8896435428572,300.8737450714286,2.0382715735714285,2.5640243531428575,100805.09847142857,0.0007814375714285714,3.223152371571429,48.0,0.9592835299999999,1.1034537627142857,6.902508550285715,78.99582851571428,86.94293184857143,853.0,636.0,9.0,77.0,1351.0,235.0,138.0,710.0,3546.0,1008.0,1227.0,196.0,81.0,43.0,335.0,1110.0,755.0,496.0,53.0,74.0,20.0,122.0,2144.0,725.0,2354.0
2015-10-31,32.21558441714286,28.027402597142856,24.93116883142857,78.77292929285714,21.38130991,0.0,0.0,54.61714857142857,73.6212,36.459567142857146,26.19725142857143,7.948048571428571,1.0720592285714285,4.228571428571429,-1.4953844615714285,-1.876865741,296.84366427142857,299.3805116857143,2.038078876857143,2.5718855451428575,100898.51791428572,0.009459305571428572,2.6230072795714285,63.42857142857143,0.9576174375714286,1.0499260048571428,6.924887396,85.98851491999999,91.22470310857143,839.0,609.0,7.0,74.0,1278.0,229.0,85.0,738.0,3462.0,1250.0,1168.0,175.0,67.0,51.0,332.0,1147.0,716.0,255.0,63.0,58.0,14.0,111.0,1986.0,743.0,2049.0
2015-11-07,32.63116883,27.92870129857143,25.08051948,79.71242424142858,21.532270538571428,0.0,0.0,25.57337,40.05656428571428,27.133981428571428,30.866692857142855,12.254996714285713,0.7369898,0.2571428571428571,0.6480652758571429,-1.3869947944285717,297.1848083285714,299.9930068857143,2.037859150285714,2.5797347478571426,100793.7961,0.003394513285714285,2.1203323452857146,100.28571428571429,0.9701353847142856,1.0719568607142858,7.0010422501428575,84.63934868857143,90.50744809571428,881.0,605.0,5.0,81.0,1311.0,275.0,82.0,679.0,3633.0,1248.0,1138.0,172.0,72.0,60.0,390.0,1104.0,763.0,233.0,53.0,68.0,24.0,129.0,1951.0,694.0,2298.0
2015-11-14,32.07142857142857,27.675324677142857,25.08961038857143,82.23285714285714,21.901519352857147,0.14285714285714285,0.0,27.88358142857143,41.84586714285714,25.71581142857143,30.773744285714287,11.872647857142857,0.7720025285714286,0.19999999999999998,-0.815882785,-0.8529579128571428,297.2321145285714,299.8084871428572,2.037650758857143,2.587599754428571,100768.13464285714,0.006914851428571429,1.515636783857143,75.0,0.971861886,1.065291789,7.017802761,85.85061143,91.26265984714287,965.0,631.0,9.0,77.0,1507.0,287.0,88.0,692.0,3579.0,1179.0,1346.0,168.0,93.0,56.0,309.0,1243.0,725.0,255.0,61.0,68.0,11.0,153.0,2232.0,752.0,2156.0
2015-11-21,31.51558441857143,27.448831168571427,24.906493504285717,83.29405483428572,21.89253277,0.0,0.14285714285714285,14.099652857142857,25.548205714285718,19.46997114285714,25.736025714285713,8.107594,0.6265377142857143,1.657142857142857,-0.34354647914285713,-1.189505107,297.08007265714286,299.4407281142857,2.0367082017142857,2.5810150417142856,100729.01718571429,0.007890694142857143,1.6965663175714287,84.42857142857143,0.9662938384285714,1.0520189089999998,6.986279045000001,87.01174422,91.92856550428571,945.0,570.0,7.0,89.0,1378.0,299.0,95.0,722.0,3562.0,1257.0,1289.0,171.0,75.0,46.0,337.0,1142.0,799.0,254.0,52.0,60.0,20.0,114.0,2226.0,739.0,2157.0
2015-11-28,31.941558441428572,27.556233765714286,24.88961038857143,83.24317460285715,22.01240368857143,0.0,1.0,16.646078,29.10513142857143,24.617355714285715,26.70443,10.344086285714285,0.6224241714285714,4.057142857142857,0.06219380071428571,-1.733660060857143,297.1006768142857,299.4121889142857,2.0348108802857143,2.555137389,100738.38888571427,0.006405941285714286,2.2779942224285716,92.14285714285714,0.9670476362857142,1.0510397422857143,6.992239164428571,87.16350133285714,92.03117343,884.0,621.0,7.0,72.0,1392.0,300.0,81.0,674.0,3599.0,1308.0,1235.0,172.0,70.0,62.0,373.0,1172.0,827.0,283.0,64.0,61.0,20.0,107.0,2244.0,777.0,2078.0
2015-12-05,32.575324675714285,27.632987012857143,24.811688311428572,84.64833694000001,22.491587405714284,0.0,1.0,13.640117142857145,25.69008285714286,19.04311714285714,23.807402857142858,7.003997142857143,0.5824404714285715,9.200000000000001,-0.01619882185714287,-1.6036440167142858,297.3561524,299.4229778,2.032896992,2.5292664935714284,100865.26445714287,0.008762506285714285,1.7467195691428572,89.71428571428571,0.9764061615714285,1.051469178,7.059778461285715,88.45760711285713,92.87186519285714,932.0,621.0,10.0,100.0,1398.0,282.0,94.0,678.0,3637.0,1334.0,1284.0,178.0,91.0,44.0,339.0,1101.0,766.0,274.0,52.0,55.0,10.0,92.0,2172.0,777.0,2148.0
2015-12-12,32.17012987,27.545454545714286,24.561038961428572,85.76539682571429,22.67116159571429,0.0,1.0,11.826334857142857,22.96132142857143,15.98326,20.523527142857144,4.7912354285714285,0.5508829714285715,16.685714285714287,-0.6615399785714285,-2.3533683777142858,297.3731263428571,299.71011177142856,2.030997054857143,2.503384781142857,100830.39581428572,0.009466161571428572,2.615048972142857,77.42857142857143,0.9770310194285715,1.0617741424285714,7.057573876,87.10348180571428,92.05590033142857,920.0,609.0,12.0,72.0,1392.0,278.0,102.0,675.0,3701.0,1265.0,1414.0,176.0,87.0,50.0,405.0,1161.0,780.0,231.0,56.0,63.0,21.0,123.0,2098.0,779.0,2104.0
2015-12-19,30.633766235714287,27.316883117142854,24.955844155714285,81.79220779285716,21.325104352857142,0.0,1.0,15.62759842857143,30.35625428571429,24.75421142857143,19.997687142857142,4.305315142857142,0.5895833571428571,3.057142857142857,-0.10334976614285715,-3.3359666005714286,296.6198192,299.5192140857143,2.0300178765714287,2.4900044578571428,100859.58024285713,0.003715467714285714,3.754231034857143,87.71428571428571,0.9493570997142857,1.0548950195714286,6.861995608857143,84.20707828571429,90.03492638142858,909.0,591.0,7.0,76.0,1483.0,283.0,93.0,690.0,3777.0,1279.0,1436.0,188.0,91.0,57.0,309.0,1187.0,780.0,242.0,47.0,51.0,19.0,102.0,2154.0,796.0,2083.0
2015-12-26,32.14909091,28.16896103857143,24.872597404285717,78.40883116857142,21.415355712857142,0.14285714285714285,1.0,17.17818857142857,30.363802857142854,35.42865857142857,20.793245714285714,6.6276405714285715,0.5892963428571428,10.085714285714287,-0.1684616124285714,-2.2670800242857143,296.9823544142857,299.9311490714286,2.032409582857143,2.521573502857143,100867.67887142856,0.003997902857142857,2.774814526714286,87.42857142857143,0.9626939104285714,1.069709908857143,6.948806148571428,83.97375924285714,90.02483889999999,856.0,610.0,15.0,68.0,1482.0,273.0,109.0,717.0,3670.0,1250.0,1607.0,159.0,79.0,49.0,299.0,1162.0,838.0,244.0,77.0,75.0,16.0,138.0,2451.0,842.0,2100.0
2016-01-02,30.414415585714284,27.162207792857142,24.698051947142858,84.99727272714287,21.972565705714285,0.14285714285714285,0.7142857142857143,10.732131142857144,23.35171285714286,21.347352857142855,15.687990000000001,3.6603114285714287,0.5351792857142857,14.257142857142856,-2.0199901852857143,-4.3383031298571435,296.6608176,299.18867012857146,2.0350637401428573,2.556918662,101039.65211428572,0.0051425964285714285,4.830434316571428,55.142857142857146,0.9508905390000001,1.0429973267142858,6.880706034,86.04719935285713,91.19959769142858,857.0,642.0,7.0,69.0,1629.0,263.0,95.0,694.0,3771.0,1224.0,1797.0,168.0,84.0,48.0,337.0,1176.0,851.0,315.0,50.0,79.0,19.0,150.0,2584.0,865.0,2031.0
2016-01-09,31.647142857142857,28.07428571428571,25.52857142857143,81.02095238142859,22.02802337,0.0,0.0,11.106727142857142,22.513849999999998,22.690068571428572,14.942334285714285,3.4217351428571425,0.5187500142857143,2.628571428571429,-2.2397988452857143,-2.783742359857143,297.14686791428574,300.02637722857145,2.037720513285714,2.592233031,101006.9095,0.0028630360000000002,3.6144712261428573,52.285714285714285,0.9687414682857144,1.0731414902857144,6.990258959142857,84.31471610285713,90.29294151142857,948.0,636.0,9.0,92.0,1640.0,303.0,87.0,777.0,3999.0,1236.0,1752.0,171.0,92.0,59.0,356.0,1272.0,802.0,311.0,71.0,70.0,14.0,121.0,2678.0,834.0,2050.0
2016-01-16,32.537142857142854,28.34714285714286,25.87142857142857,80.60968254,22.267159764285715,0.0,0.0,12.711792857142857,24.89433,20.343502857142855,19.30039,4.1681608571428574,0.6152430428571429,2.5714285714285716,-1.7828103202857142,-2.2712315694285716,297.0786551,299.94875031428575,2.0403450251428574,2.627182143142857,100788.57907142858,0.0060430778571428576,3.0216445232857145,59.0,0.9662456194285715,1.0703609735714286,6.974073296428571,84.35069535,90.29367605714286,906.0,724.0,8.0,92.0,1575.0,312.0,112.0,764.0,3959.0,1337.0,1676.0,193.0,59.0,62.0,430.0,1267.0,830.0,325.0,78.0,58.0,17.0,138.0,2890.0,791.0,2285.0
2016-01-23,32.00142857142857,27.951428571428572,25.602857142857143,83.15238095142857,22.487649737142856,0.0,0.0,13.381925714285714,25.662155714285714,15.381742857142857,20.14086714285714,4.696192142857143,0.5108064142857143,5.6000000000000005,-1.0165686470000002,-2.496466582285714,297.2242442428572,300.0472610428571,2.041831667142857,2.648970740142857,100835.16501428571,0.006096232285714286,2.893484145,72.0,0.971567478,1.0738745618571428,7.0101513597142855,84.62477589142858,90.50347682428571,949.0,719.0,13.0,75.0,1531.0,303.0,98.0,789.0,3867.0,1280.0,1666.0,158.0,75.0,58.0,366.0,1235.0,757.0,285.0,43.0,79.0,16.0,130.0,3151.0,751.0,2237.0
2016-01-30,32.03857142857143,28.164285714285715,25.580000000000002,80.61746031714286,22.057183374285717,0.0,0.0,12.30787142857143,26.02713142857143,20.371041428571427,15.817908857142857,3.716598428571429,0.3983418285714286,1.342857142857143,-1.8665705272857145,-3.3161606927142855,297.0974873,299.6820237428571,2.0428152051428574,2.664825194142857,100876.75598571428,0.003525231714285714,3.903203402714286,59.285714285714285,0.9669301451428571,1.0607676632857144,6.985159558142857,85.77854273,91.17461821857144,885.0,751.0,8.0,62.0,1530.0,297.0,93.0,694.0,3930.0,1325.0,1570.0,199.0,83.0,50.0,377.0,1281.0,767.0,326.0,68.0,61.0,17.0,105.0,3370.0,763.0,2321.0
2016-02-06,32.11714285714286,28.165714285714284,25.5,79.76904761857143,21.823493655714287,0.0,0.0,11.069872,22.842810000000004,19.421845714285716,14.433116571428572,3.4194609999999996,0.4363981,1.8,-1.6725969587142857,-3.964885112142857,296.94164200000006,299.58641902857147,2.0437804325714284,2.6806591031428573,100715.08807142857,0.004696367142857143,4.330966268571428,60.57142857142857,0.9612102981428572,1.0573109252857142,6.946223624857143,85.53420611714286,90.96570873428571,906.0,670.0,9.0,68.0,1384.0,270.0,97.0,701.0,3786.0,1348.0,1560.0,199.0,74.0,57.0,363.0,1173.0,748.0,310.0,75.0,66.0,14.0,123.0,3513.0,733.0,2267.0
2016-02-13,29.985714285714288,27.178571428571427,25.01571428571429,82.92476190714285,21.50984051,0.2857142857142857,0.0,13.373969571428571,26.419457142857144,30.11693857142857,10.341865714285715,2.811023714285714,0.4292977571428572,3.914285714285714,-1.8019412177142857,-4.5183346068571435,296.92991021428577,299.24506638571427,2.0447683301428574,2.6965135574285712,100804.50452857141,0.003906424142857143,4.957706525142856,59.0,0.9607062052857144,1.0449918651428571,6.949962117142857,87.11953822857143,91.93140495428572,861.0,819.0,2.0,79.0,1500.0,301.0,91.0,733.0,3519.0,1217.0,1785.0,174.0,82.0,96.0,314.0,1166.0,778.0,294.0,46.0,90.0,19.0,281.0,4083.0,832.0,2225.0
2016-02-20,30.93857142857143,27.407142857142855,24.957142857142856,81.83196145,21.42289365857143,0.0,0.0,13.295521142857142,25.36581,20.31952,14.369276142857144,3.3503472857142857,0.452838,10.6,-2.1570411682857142,-4.064430945285714,296.52675951428574,299.4756210285714,2.0455914325714284,2.710833086285714,100949.37972857142,0.003736897,4.644659405571429,54.57142857142857,0.9458049995714285,1.0533085824285713,6.837184394428571,84.03879844714287,89.82738432285714,948.0,634.0,10.0,81.0,1438.0,296.0,97.0,715.0,3663.0,1288.0,1685.0,172.0,79.0,172.0,430.0,1274.0,769.0,675.0,52.0,61.0,20.0,110.0,3476.0,816.0,2123.0
2016-02-27,31.47714285714286,27.618571428571425,24.82857142857143,77.89142857142858,20.660555715714285,0.0,0.0,13.369307142857142,28.15629428571429,23.510245714285713,13.07083,3.561177142857143,0.45610475714285714,10.257142857142856,-2.320117405285714,-4.889044462,296.2275965571429,299.48696811428573,2.046101512285714,2.721830122714286,101002.60234285715,0.0016584240000000001,5.426692609857143,51.142857142857146,0.9348990065714285,1.0537528952857143,6.758319217857143,82.40462293857142,88.75946535571428,1042.0,642.0,2.0,90.0,1293.0,314.0,100.0,760.0,3947.0,1977.0,1674.0,117.0,75.0,188.0,389.0,1214.0,857.0,356.0,52.0,63.0,31.0,118.0,3619.0,751.0,1711.0
2016-03-05,32.06428571428571,28.307142857142857,25.87857142857143,77.09103174714286,21.266647377142856,0.0,0.0,13.316318571428571,27.954652857142857,24.321184285714285,10.790998,2.8530255714285713,0.43914047142857143,0.05714285714285715,-2.350909941571429,-4.905041285857143,296.90832105714287,299.7295963857143,2.046608976,2.7327321188571427,100941.0256857143,0.0028024157142857143,5.457656210571429,50.285714285714285,0.9599844367142857,1.062503446142857,6.933901311857142,84.55364772714286,90.35650568999999,924.0,614.0,6.0,93.0,1272.0,346.0,117.0,727.0,3905.0,1948.0,1590.0,114.0,68.0,164.0,364.0,1319.0,783.0,355.0,59.0,69.0,20.0,98.0,3525.0,756.0,1668.0
2016-03-12,32.96,28.638571428571428,26.104285714285716,79.77301587285714,22.396389844285714,0.0,0.14285714285714285,14.002465714285714,24.62985857142857,24.269412857142857,16.787645714285713,4.282218428571428,0.45194305714285715,0.31428571428571433,-2.318482317285714,-2.748125866428571,297.5924443,300.67187565714283,2.047109464285714,2.743625940714286,100757.22884285715,0.005200275285714285,3.6278943594285713,51.714285714285715,0.9850560368571429,1.096253608,7.092696538857143,83.34972015000001,89.86332521,1075.0,569.0,7.0,79.0,1332.0,328.0,93.0,705.0,3844.0,1983.0,1550.0,119.0,77.0,144.0,402.0,1299.0,793.0,362.0,60.0,70.0,26.0,93.0,3186.0,754.0,1714.0
2016-03-19,33.57857142857143,28.72269841285714,25.664285714285715,75.64821428571429,21.343720744285715,0.0,1.0,18.12407142857143,29.699745714285715,32.848040000000005,16.562121428571427,4.613430714285714,0.44091554285714285,0.34285714285714286,-2.6738151277142856,-2.9228537425714287,296.99296961428576,300.61447535714285,2.047990114285714,2.7593737464285715,100756.80624285714,0.002610975,3.997892165142857,46.857142857142854,0.9630537511428571,1.094210462,6.935624142428572,80.72274109142857,88.01981777142858,875.0,567.0,11.0,86.0,1192.0,291.0,132.0,764.0,3932.0,1833.0,1581.0,110.0,83.0,143.0,356.0,1251.0,825.0,237.0,56.0,69.0,16.0,108.0,3095.0,752.0,1433.0
2016-03-26,33.17285714285714,28.802857142857142,26.142857142857142,78.06392857285714,22.12224881142857,0.14285714285714285,0.14285714285714285,22.197254285714287,34.08425142857143,41.61805,19.26594857142857,5.8364645714285714,0.4802345571428571,0.17142857142857143,-1.0991148541428573,-2.350218282428571,297.4030788,300.60355355714285,2.050196971285714,2.7926177434285715,100846.53581428571,0.002319597857142857,3.518858298857143,69.0,0.9781044185714285,1.0938173845714285,7.044321540571429,82.78751762714286,89.4357976142857,853.0,566.0,8.0,77.0,1209.0,260.0,93.0,764.0,3885.0,1909.0,1554.0,119.0,78.0,141.0,389.0,1215.0,786.0,250.0,39.0,66.0,20.0,117.0,2952.0,765.0,1554.0
2016-04-02,33.597142857142856,29.31142857142857,26.368571428571432,71.64825396857142,20.878586140000003,0.0,0.0,25.40345142857143,43.20054,41.802705714285715,12.686378714285713,3.1680721428571426,0.4842403714285714,0.0,-2.9699428015714284,-4.045968682428572,296.7522228714286,300.7198104857143,2.052492765142857,2.827309145142857,100887.24441428571,0.0013360215714285715,5.039841383714285,43.714285714285715,0.9542450201428572,1.0979690274285714,6.869722072999999,79.02290083285713,86.90984461714287,823.0,554.0,11.0,72.0,1178.0,291.0,132.0,739.0,3602.0,2097.0,1546.0,132.0,68.0,131.0,382.0,1288.0,726.0,1033.0,52.0,61.0,10.0,104.0,2666.0,736.0,1301.0
2016-04-09,33.55571428571428,28.934285714285714,25.904285714285717,77.81210317428572,22.194126087142855,0.0,0.0,20.471424285714285,32.04313571428571,33.47053571428571,19.510945714285715,5.502356,0.5120287714285714,2.142857142857143,-1.706539235857143,-1.346330217142857,297.52508698571427,301.0857036142857,2.0547946624285713,2.8620155607142856,100776.98511428572,0.0035016217142857142,2.2900023455714282,60.285714285714285,0.9825714105714286,1.1109924027142857,7.065197542714286,81.09727157285714,88.46663637714286,906.0,606.0,3.0,56.0,1205.0,338.0,136.0,774.0,3643.0,2576.0,1523.0,109.0,79.0,143.0,408.0,1342.0,782.0,307.0,78.0,62.0,22.0,110.0,2526.0,764.0,1096.0
2016-04-16,33.67,29.466984127142858,26.31,77.76439909428572,22.847913728571427,0.0,0.0,23.756125714285712,36.14290285714286,28.47837285714286,30.55748142857143,15.489905142857141,0.5668792571428571,3.4,0.23344387828571436,0.37232468471428565,298.25951494285715,301.3297674857143,2.057030293,2.8954827445714284,100655.18801428573,0.002693029,1.931150231142857,93.71428571428571,1.0093640375714286,1.1196489444285713,7.251826311857143,83.49172898142857,90.17113653428571,882.0,665.0,8.0,60.0,1239.0,311.0,119.0,827.0,3617.0,2530.0,1483.0,138.0,58.0,135.0,439.0,1383.0,777.0,264.0,71.0,67.0,21.0,104.0,2475.0,778.0,1061.0
2016-04-23,34.12428571428571,29.707142857142856,26.572857142857142,75.94985827428572,22.58947337142857,0.0,0.0,20.444082857142856,31.874427142857144,28.464785714285714,23.404680000000003,9.993823,0.5248398428571429,0.08571428571428573,-2.029947989285714,-0.178873362,298.1799074285714,301.5094340857143,2.056833236571429,2.888020134142857,100679.24515714287,0.003362023142857143,2.2642421525714282,58.57142857142857,1.0064534611428573,1.1260256592857143,7.226666459428571,82.26638914857143,89.40834430857142,835.0,608.0,6.0,73.0,1164.0,318.0,109.0,815.0,3542.0,2491.0,1570.0,126.0,64.0,130.0,429.0,1286.0,814.0,305.0,67.0,76.0,18.0,110.0,2507.0,811.0,1020.0
2016-04-30,33.019999999999996,28.586190475714286,25.782857142857143,82.34739229,23.065258394285713,0.0,0.0,24.184357142857145,37.33953857142858,23.098455714285713,39.29930714285714,12.895352571428571,0.6086805714285715,7.2,-0.211611477,0.7741327878571429,298.2055010285714,300.7480191857143,2.055515749,2.861936214857143,100660.62795714286,0.0076592448571428575,1.2158662892857142,86.28571428571429,1.0073974481428571,1.0989393807142858,7.251687647571429,86.09925673285714,91.69259257571427,900.0,531.0,7.0,58.0,1230.0,307.0,114.0,772.0,3511.0,2605.0,1407.0,122.0,74.0,113.0,450.0,1229.0,810.0,303.0,62.0,58.0,13.0,109.0,2411.0,784.0,1007.0
2016-05-07,34.12428571428571,29.497142857142855,26.435714285714287,77.48758503428571,22.79348761,0.14285714285714285,0.0,18.625002857142857,30.891708571428573,21.546310000000002,28.173485714285714,8.003726285714285,0.6013038714285714,0.08571428571428572,-0.6064490180000001,0.009450108714285683,298.2007328571429,301.0281696714286,2.0541982617142858,2.8358877725714287,100639.59458571428,0.005043590428571429,1.120047957857143,78.14285714285714,1.0072270284285714,1.1089171994285714,7.243799602428572,84.70840901714287,90.86481466857143,871.0,569.0,9.0,62.0,1256.0,306.0,139.0,835.0,3518.0,2544.0,1634.0,131.0,74.0,117.0,384.0,1316.0,749.0,250.0,56.0,91.0,17.0,159.0,2669.0,840.0,992.0
